Airline,Flight Number,Departure City,Arrival City,Return Date,Price,Stops,Duration,Departure Time,Departure Time of Day,Arrival Time of Day
Delta,DL 893,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,560,0,131,2025-02-14 07:00,morning,morning
Delta,DL 961,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,560,0,126,2025-02-14 12:18,afternoon,afternoon
Delta,DL 414,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,560,0,121,2025-02-14 14:00,afternoon,evening
Delta,DL 32,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,560,0,124,2025-02-14 16:17,afternoon,evening
American,AA 3104,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,664,0,126,2025-02-14 10:14,morning,afternoon
American,AA 1248,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,664,0,126,2025-02-14 14:27,afternoon,evening
Southwest,WN 4163,Los Angeles International Airport,Louis Armstrong New Orleans International Airport,,608,1,215,2024-12-01 07:00,morning,afternoon
Southwest,WN 3457,Louis Armstrong New Orleans International Airport,Hartsfield-Jackson Atlanta International Airport,,608,1,80,2024-12-01 13:30,afternoon,afternoon
Delta,DL 523,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,614,0,257,2024-12-01 15:45,afternoon,night
Delta,DL 783,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,614,0,254,2024-12-01 21:50,night,early morning
Delta,DL 782,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,683,0,250,2024-12-01 07:05,morning,afternoon
Delta,DL 528,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,683,0,259,2024-12-01 12:30,afternoon,evening
Delta,DL 302,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,683,0,256,2024-12-01 22:50,night,early morning
Delta,DL 320,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,683,0,258,2024-12-01 23:59,night,morning
American,AA 990,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,763,0,257,2024-12-01 09:29,morning,afternoon
Delta,DL 515,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,783,0,255,2024-12-01 08:15,morning,afternoon
Delta,DL 395,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,973,0,258,2024-12-01 13:31,afternoon,night
Delta,DL 715,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,973,0,254,2024-12-01 14:35,afternoon,night
Delta,DL 327,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,,1613,0,265,2024-12-01 10:40,morning,evening
American,AA 2712,Dallas Fort Worth International Airport,John F. Kennedy International Airport,,447,0,210,2024-12-06 15:10,afternoon,evening
American,AA 1582,Dallas Fort Worth International Airport,John F. Kennedy International Airport,,516,0,221,2024-12-06 08:49,morning,afternoon
Delta,DL 454,Dallas Fort Worth International Airport,John F. Kennedy International Airport,,517,0,208,2024-12-06 07:35,morning,afternoon
Delta,DL 539,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,527,1,128,2024-12-06 17:42,evening,night
Delta,DL 2330,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,,527,1,134,2024-12-06 22:40,night,early morning
Delta,DL 352,Dallas Fort Worth International Airport,John F. Kennedy International Airport,,587,0,210,2024-12-06 12:19,afternoon,afternoon
American,AA 606,Dallas Fort Worth International Airport,John F. Kennedy International Airport,,673,0,220,2024-12-06 12:19,afternoon,afternoon
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,412,0,238,2025-02-01 05:22,early morning,morning
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,412,0,241,2025-02-01 07:14,morning,afternoon
American,AA 2767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,412,0,236,2025-02-01 11:50,morning,evening
American,AA 1992,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,412,0,235,2025-02-01 13:59,afternoon,evening
American,AA 2405,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,412,0,235,2025-02-01 16:30,afternoon,night
American,AA 1534,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,462,0,236,2025-02-01 09:45,morning,afternoon
Delta,DL 1249,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,400,0,125,2025-04-06 06:00,early morning,morning
Delta,DL 1261,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,435,0,122,2025-04-06 08:05,morning,morning
Delta,DL 1328,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,435,0,125,2025-04-06 19:45,evening,night
American,AA 1602,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,460,0,120,2025-04-06 15:30,afternoon,evening
Delta,DL 1579,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,490,0,122,2025-04-06 15:35,afternoon,evening
Delta,DL 1323,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,490,0,120,2025-04-06 16:45,afternoon,evening
Delta,DL 1386,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,490,0,125,2025-04-06 18:05,evening,night
Delta,DL 2836,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,580,0,123,2025-04-06 10:20,morning,afternoon
Delta,DL 1510,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,580,0,122,2025-04-06 12:05,afternoon,afternoon
Delta,DL 1332,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,580,0,119,2025-04-06 14:03,afternoon,afternoon
American,AA 2423,San Francisco International Airport,Phoenix Sky Harbor International Airport,,445,1,117,2025-02-14 12:33,afternoon,afternoon
American,AA 832,Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,,445,1,274,2025-02-14 16:25,afternoon,night
JetBlue,B6 2116,San Francisco International Airport,John F. Kennedy International Airport,,487,0,332,2025-02-14 13:28,afternoon,night
JetBlue,B6 416,San Francisco International Airport,John F. Kennedy International Airport,,525,0,328,2025-02-14 08:32,morning,evening
JetBlue,B6 1076,San Francisco International Airport,John F. Kennedy International Airport,,547,0,333,2025-02-14 23:23,night,morning
Delta,DL 405,San Francisco International Airport,John F. Kennedy International Airport,,572,0,329,2025-02-14 07:00,morning,afternoon
American,AA 234,San Francisco International Airport,John F. Kennedy International Airport,,572,0,327,2025-02-14 07:32,morning,afternoon
American,AA 16,San Francisco International Airport,John F. Kennedy International Airport,,572,0,332,2025-02-14 10:41,morning,evening
American,AA 166,San Francisco International Airport,John F. Kennedy International Airport,,572,0,331,2025-02-14 13:28,afternoon,night
Delta,DL 669,San Francisco International Airport,John F. Kennedy International Airport,,572,0,331,2025-02-14 14:25,afternoon,night
Delta,DL 363,San Francisco International Airport,John F. Kennedy International Airport,,572,0,330,2025-02-14 16:10,afternoon,early morning
American,AA 276,San Francisco International Airport,John F. Kennedy International Airport,,572,0,329,2025-02-14 23:00,night,morning
JetBlue,B6 2416,San Francisco International Airport,John F. Kennedy International Airport,,577,0,325,2025-02-14 20:35,night,early morning
Delta,DL 383,San Francisco International Airport,John F. Kennedy International Airport,,666,0,340,2025-02-14 09:00,morning,evening
Delta,DL 317,San Francisco International Airport,John F. Kennedy International Airport,,666,0,335,2025-02-14 12:00,afternoon,night
Delta,DL 670,San Francisco International Airport,John F. Kennedy International Airport,,707,0,330,2025-02-14 22:50,night,morning
American,AA 2770,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,333,0,155,2025-02-14 05:17,early morning,early morning
American,AA 1567,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,333,0,150,2025-02-14 07:33,morning,morning
American,AA 1236,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,333,0,155,2025-02-14 16:28,afternoon,evening
American,AA 1248,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,333,0,152,2025-02-14 18:25,evening,evening
American,AA 2403,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,333,0,152,2025-02-14 20:12,night,night
United,UA 470,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,,352,1,148,2025-02-14 15:57,afternoon,evening
United,UA 1882,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,,352,1,86,2025-02-14 18:22,evening,evening
Delta,DL 839,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,403,0,149,2025-02-14 07:25,morning,morning
Delta,DL 31,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,403,0,146,2025-02-14 20:34,night,night
Delta,DL 818,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,403,0,146,2025-02-14 22:31,night,night
Delta,DL 961,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,451,0,153,2025-02-14 09:50,morning,morning
Delta,DL 921,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,451,0,147,2025-02-14 13:45,afternoon,afternoon
Delta,DL 374,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,451,0,147,2025-02-14 15:27,afternoon,afternoon
Delta,DL 436,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,,451,0,148,2025-02-14 17:26,evening,evening
United,UA 573,Denver International Airport,San Francisco International Airport,,397,0,170,2024-12-20 06:00,early morning,morning
United,UA 2391,Denver International Airport,San Francisco International Airport,,397,0,171,2024-12-20 07:45,morning,morning
United,UA 1300,Denver International Airport,San Francisco International Airport,,397,0,171,2024-12-20 15:59,afternoon,evening
United,UA 1007,Denver International Airport,San Francisco International Airport,,397,0,171,2024-12-20 17:49,evening,evening
United,UA 2190,Denver International Airport,San Francisco International Airport,,397,0,168,2024-12-20 21:15,night,night
Southwest,WN 1798,Denver International Airport,San Francisco International Airport,,398,0,165,2024-12-20 22:50,night,early morning
Southwest,WN 802,Denver International Airport,San Francisco International Airport,,416,0,165,2024-12-20 16:00,afternoon,evening
Southwest,WN 1241,Denver International Airport,San Francisco International Airport,,416,0,165,2024-12-20 19:00,evening,night
Southwest,WN 1119,Denver International Airport,San Francisco International Airport,,430,0,165,2024-12-20 11:55,morning,afternoon
United,UA 247,Denver International Airport,San Francisco International Airport,,478,0,171,2024-12-20 19:37,evening,night
Delta,DL 1553,Denver International Airport,Salt Lake City International Airport,,502,1,97,2024-12-20 12:37,afternoon,afternoon
Delta,DL 1088,Salt Lake City International Airport,San Francisco International Airport,,502,1,127,2024-12-20 15:10,afternoon,afternoon
United,UA 1414,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,170,2025-05-03 06:00,early morning,morning
Delta,DL 2570,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,181,2025-05-03 07:00,morning,morning
American,AA 1509,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,177,2025-05-03 07:18,morning,morning
United,UA 1316,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,169,2025-05-03 08:00,morning,morning
United,UA 1732,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,167,2025-05-03 13:08,afternoon,afternoon
American,AA 4434,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,183,2025-05-03 14:12,afternoon,afternoon
Delta,DL 2646,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,175,2025-05-03 14:40,afternoon,afternoon
United,UA 519,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,167,2025-05-03 15:10,afternoon,afternoon
United,UA 2040,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,167,2025-05-03 17:05,evening,evening
American,AA 2837,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,176,2025-05-03 17:44,evening,evening
United,UA 1015,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,172,2025-05-03 18:33,evening,night
Delta,DL 2676,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,175,2025-05-03 19:40,evening,night
United,UA 528,Boston Logan International Airport,Chicago O'Hare International Airport,,199,0,164,2025-05-03 21:31,night,night
American,AA 4486,Boston Logan International Airport,Chicago O'Hare International Airport,,223,0,185,2025-05-03 12:20,afternoon,afternoon
American,AA 3711,Boston Logan International Airport,Chicago O'Hare International Airport,,223,0,184,2025-05-03 15:46,afternoon,evening
JetBlue,B6 311,Boston Logan International Airport,Chicago O'Hare International Airport,,262,0,172,2025-05-03 06:00,early morning,morning
American,AA 581,Miami International Airport,Chicago O'Hare International Airport,,367,1,209,2025-01-14 06:30,early morning,morning
American,AA 2398,Chicago O'Hare International Airport,Seattle Tacoma International Airport,,367,1,287,2025-01-14 09:55,morning,afternoon
American,AA 2575,Miami International Airport,Dallas Fort Worth International Airport,,367,1,208,2025-01-14 07:00,morning,morning
American,AA 1992,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,367,1,286,2025-01-14 10:20,morning,afternoon
American,AA 843,Miami International Airport,Dallas Fort Worth International Airport,,367,1,200,2025-01-14 09:19,morning,morning
American,AA 2405,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,,367,1,270,2025-01-14 12:26,afternoon,afternoon
American,AA 411,Miami International Airport,Charlotte Douglas International Airport,,367,1,137,2025-01-14 15:13,afternoon,evening
American,AA 2793,Charlotte Douglas International Airport,Seattle Tacoma International Airport,,367,1,360,2025-01-14 18:18,evening,night
United,UA 2419,Miami International Airport,Denver International Airport,,387,1,278,2025-01-14 07:30,morning,morning
United,UA 690,Denver International Airport,Seattle Tacoma International Airport,,387,1,185,2025-01-14 11:50,morning,afternoon
American,AA 1366,Dallas Fort Worth International Airport,Boston Logan International Airport,,307,0,216,2025-01-11 18:57,evening,night
American,AA 1662,Dallas Fort Worth International Airport,Philadelphia International Airport,,322,1,181,2025-01-11 13:00,afternoon,evening
American,AA 4358,Philadelphia International Airport,Boston Logan International Airport,,322,1,83,2025-01-11 18:00,evening,evening
American,AA 1401,Dallas Fort Worth International Airport,Boston Logan International Airport,,387,0,215,2025-01-11 13:05,afternoon,evening
United,UA 1240,Dallas Fort Worth International Airport,Dulles International Airport,,404,1,170,2025-01-11 17:29,evening,night
United,UA 755,Dulles International Airport,Boston Logan International Airport,,404,1,95,2025-01-11 22:24,night,night
United,UA 560,Dallas Fort Worth International Airport,Newark Liberty International Airport,,429,1,200,2025-01-11 11:57,morning,afternoon
United,UA 2612,Newark Liberty International Airport,Boston Logan International Airport,,429,1,76,2025-01-11 17:10,evening,evening
American,AA 2633,Miami International Airport,Los Angeles International Airport,,424,0,367,2025-02-27 06:08,early morning,morning
American,AA 1098,Miami International Airport,Los Angeles International Airport,,424,0,367,2025-02-27 07:27,morning,morning
American,AA 1234,Miami International Airport,Los Angeles International Airport,,424,0,366,2025-02-27 13:41,afternoon,afternoon
American,AA 2289,Miami International Airport,Los Angeles International Airport,,424,0,370,2025-02-27 17:51,evening,night
American,AA 2290,Miami International Airport,Los Angeles International Airport,,424,0,379,2025-02-27 18:52,evening,night
American,AA 669,Miami International Airport,Los Angeles International Airport,,424,0,372,2025-02-27 21:40,night,early morning
United,UA 2106,Miami International Airport,Chicago O'Hare International Airport,,439,1,222,2025-02-27 16:07,afternoon,evening
United,UA 2106,Chicago O'Hare International Airport,Los Angeles International Airport,,439,1,292,2025-02-27 20:05,night,night
Southwest,WN 4458,Miami International Airport,Austin-Bergstrom International Airport,,445,1,195,2025-02-27 12:05,afternoon,afternoon
Southwest,WN 4667,Austin-Bergstrom International Airport,Los Angeles International Airport,,445,1,210,2025-02-27 15:15,afternoon,afternoon
American,AA 2779,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,383,0,120,2025-03-16 18:20,evening,night
United,UA 356,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,411,0,125,2025-03-16 14:30,afternoon,evening
United,UA 381,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,411,0,129,2025-03-16 18:05,evening,night
Delta,DL 1247,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,457,0,126,2025-03-16 07:10,morning,morning
Delta,DL 1178,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,457,0,119,2025-03-16 09:30,morning,afternoon
Delta,DL 1147,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,507,0,118,2025-03-16 11:19,morning,afternoon
Delta,DL 2738,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,507,0,123,2025-03-16 17:55,evening,night
Delta,DL 2879,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,507,0,123,2025-03-16 19:55,evening,night
American,AA 3769,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,510,0,129,2025-03-16 14:55,afternoon,evening
Delta,DL 2509,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,597,0,118,2025-03-16 13:16,afternoon,afternoon
Delta,DL 1477,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,,597,0,114,2025-03-16 15:30,afternoon,evening
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,346,1,238,2025-01-10 05:22,early morning,morning
American,AA 1236,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,346,1,125,2025-01-10 12:26,afternoon,afternoon
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,346,1,241,2025-01-10 07:14,morning,afternoon
American,AA 1248,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,346,1,122,2025-01-10 14:25,afternoon,evening
American,AA 2767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,,346,1,236,2025-01-10 11:43,morning,evening
American,AA 2072,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,346,1,124,2025-01-10 18:35,evening,night
Delta,DL 542,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,,427,0,298,2025-01-10 12:00,afternoon,evening
United,UA 1829,Seattle Tacoma International Airport,Denver International Airport,,451,1,163,2025-01-10 09:00,morning,afternoon
United,UA 1974,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,451,1,180,2025-01-10 13:40,afternoon,evening
Delta,DL 562,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,,457,0,286,2025-01-10 08:45,morning,afternoon
Delta,DL 569,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,,577,0,283,2025-01-10 06:15,early morning,afternoon
Delta,DL 652,Seattle Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,,697,0,282,2025-01-10 23:05,night,early morning
Delta,DL 341,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,292,0,173,2025-01-14 06:00,early morning,morning
Delta,DL 431,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,312,0,172,2025-01-14 07:10,morning,afternoon
Delta,DL 530,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,312,0,179,2025-01-14 15:35,afternoon,night
United,UA 1974,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,322,0,180,2025-01-14 13:30,afternoon,evening
United,UA 1305,Denver International Airport,Hartsfield-Jackson Atlanta International Airport,,322,0,180,2025-01-14 17:38,evening,night
American,AA 420,Denver International Airport,Dallas Fort Worth International Airport,,371,1,124,2025-01-14 14:46,afternoon,evening
American,AA 2072,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,371,1,124,2025-01-14 18:35,evening,night
United,UA 380,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 07:00,morning,morning
American,AA 2754,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 10:00,morning,afternoon
United,UA 1634,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 10:50,morning,afternoon
American,AA 311,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 11:00,morning,afternoon
American,AA 1070,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,148,2024-11-22 12:24,afternoon,afternoon
United,UA 1778,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 12:29,afternoon,afternoon
United,UA 1324,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 14:30,afternoon,afternoon
American,AA 2412,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,141,2024-11-22 15:15,afternoon,evening
American,AA 2753,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,144,2024-11-22 16:56,afternoon,evening
United,UA 1436,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,145,2024-11-22 17:55,evening,night
American,AA 566,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,138,2024-11-22 18:50,evening,night
United,UA 447,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,141,2024-11-22 19:54,evening,night
American,AA 2881,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,647,0,144,2024-11-22 21:25,night,night
United,UA 512,San Francisco International Airport,George Bush Intercontinental Airport,,983,1,229,2024-12-20 00:30,early morning,early morning
United,UA 2138,George Bush Intercontinental Airport,Miami International Airport,,983,1,153,2024-12-20 07:20,morning,morning
United,UA 274,San Francisco International Airport,George Bush Intercontinental Airport,,983,1,236,2024-12-20 05:00,early morning,morning
United,UA 2105,George Bush Intercontinental Airport,Miami International Airport,,983,1,153,2024-12-20 12:10,afternoon,afternoon
United,UA 2439,San Francisco International Airport,George Bush Intercontinental Airport,,983,1,235,2024-12-20 07:15,morning,afternoon
United,UA 1501,George Bush Intercontinental Airport,Miami International Airport,,983,1,153,2024-12-20 14:20,afternoon,evening
United,UA 1369,San Francisco International Airport,Miami International Airport,,1059,0,332,2024-12-20 22:42,night,morning
American,AA 1121,San Francisco International Airport,Miami International Airport,,1182,0,329,2024-12-20 13:25,afternoon,night
Delta,DL 930,San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,,1749,1,280,2024-12-20 23:55,night,morning
Delta,DL 2008,Hartsfield-Jackson Atlanta International Airport,Miami International Airport,,1749,1,121,2024-12-21 08:10,morning,morning
American,AA 2799,San Francisco International Airport,Miami International Airport,,1892,0,330,2024-12-20 23:58,night,morning
Delta,DL 2183,Dallas Fort Worth International Airport,Detroit Metropolitan Wayne County Airport,,713,1,158,2024-11-19 05:45,early morning,morning
Delta,DL 5591,Detroit Metropolitan Wayne County Airport,John F. Kennedy International Airport,,713,1,111,2024-11-19 10:09,morning,afternoon
American,AA 1696,Dallas Fort Worth International Airport,Charlotte Douglas International Airport,,713,1,159,2024-11-19 12:35,afternoon,afternoon
American,AA 657,Charlotte Douglas International Airport,John F. Kennedy International Airport,,713,1,112,2024-11-19 18:08,evening,night
Delta,DL 539,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,,1008,1,125,2024-11-19 17:44,evening,night
Delta,DL 2386,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,,1008,1,131,2024-11-19 21:55,night,early morning
American,AA 2477,San Francisco International Airport,Chicago O'Hare International Airport,,368,0,259,2024-12-30 23:27,night,early morning
United,UA 2232,San Francisco International Airport,Chicago O'Hare International Airport,,373,0,267,2024-12-30 00:59,early morning,morning
United,UA 1482,San Francisco International Airport,Chicago O'Hare International Airport,,373,0,266,2024-12-30 16:55,afternoon,night
United,UA 1896,San Francisco International Airport,Chicago O'Hare International Airport,,373,0,266,2024-12-30 18:45,evening,early morning
United,UA 1494,San Francisco International Airport,Chicago O'Hare International Airport,,373,0,264,2024-12-30 22:35,night,early morning
United,UA 2097,San Francisco International Airport,Chicago O'Hare International Airport,,373,0,259,2024-12-30 23:35,night,early morning
United,UA 468,San Francisco International Airport,Chicago O'Hare International Airport,,410,0,264,2024-12-30 14:50,afternoon,night
Alaska,AS 598,San Francisco International Airport,Chicago O'Hare International Airport,,431,0,265,2024-12-30 11:34,morning,evening
United,UA 534,San Francisco International Airport,Chicago O'Hare International Airport,,445,0,259,2024-12-30 08:25,morning,afternoon
United,UA 2386,San Francisco International Airport,Chicago O'Hare International Airport,,445,0,259,2024-12-30 13:40,afternoon,evening
United,UA 1612,San Francisco International Airport,Chicago O'Hare International Airport,,463,0,269,2024-12-30 10:40,morning,evening
American,AA 2418,San Francisco International Airport,Chicago O'Hare International Airport,,478,0,257,2024-12-30 13:21,afternoon,evening
Southwest,WN 1582,Chicago O'Hare International Airport,Denver International Airport,,349,0,165,2024-12-04 07:00,morning,morning
Southwest,WN 4515,Chicago O'Hare International Airport,Denver International Airport,,349,0,185,2024-12-04 19:10,evening,night
United,UA 2334,Chicago O'Hare International Airport,Denver International Airport,,356,0,170,2024-12-04 17:50,evening,evening
United,UA 2402,Chicago O'Hare International Airport,Denver International Airport,,361,0,170,2024-12-04 14:30,afternoon,afternoon
Southwest,WN 2546,Chicago O'Hare International Airport,Denver International Airport,,369,0,170,2024-12-04 12:15,afternoon,afternoon
Southwest,WN 1894,Chicago O'Hare International Airport,Denver International Airport,,389,0,165,2024-12-04 16:00,afternoon,evening
United,UA 767,Chicago O'Hare International Airport,Denver International Airport,,393,0,169,2024-12-04 19:46,evening,night
United,UA 711,Chicago O'Hare International Airport,Denver International Airport,,409,0,170,2024-12-04 07:10,morning,morning
United,UA 2297,Chicago O'Hare International Airport,Denver International Airport,,409,0,178,2024-12-04 08:45,morning,morning
United,UA 2861,Chicago O'Hare International Airport,Denver International Airport,,409,0,169,2024-12-04 16:05,afternoon,evening
United,UA 1803,Chicago O'Hare International Airport,Denver International Airport,,435,0,172,2024-12-04 10:35,morning,afternoon
American,AA 2812,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,140,2025-01-01 05:00,early morning,morning
American,AA 3076,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,145,2025-01-01 06:00,early morning,morning
American,AA 1106,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,145,2025-01-01 07:00,morning,morning
United,UA 1324,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,145,2025-01-01 14:45,afternoon,evening
American,AA 1125,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,149,2025-01-01 20:40,night,night
American,AA 2881,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,287,0,144,2025-01-01 21:55,night,early morning
American,AA 2754,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,307,0,159,2025-01-01 10:20,morning,afternoon
American,AA 2412,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,307,0,137,2025-01-01 15:14,afternoon,evening
United,UA 1436,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,334,0,149,2025-01-01 17:45,evening,night
American,AA 2723,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,342,0,146,2025-01-01 12:55,afternoon,afternoon
American,AA 2753,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,342,0,143,2025-01-01 16:55,afternoon,evening
American,AA 566,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,,422,0,144,2025-01-01 18:55,evening,night
Delta,DL 1328,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,,644,1,125,2025-03-15 19:45,evening,night
Delta,DL 956,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,,644,1,210,2025-03-15 22:25,night,night
United,UA 2299,Miami International Airport,Denver International Airport,,679,0,281,2025-03-15 20:50,night,night
United,UA 279,Miami International Airport,Denver International Airport,,794,0,281,2025-03-15 12:15,afternoon,afternoon
United,UA 2644,Miami International Airport,Denver International Airport,,794,0,280,2025-03-15 15:30,afternoon,evening
