Airline,Flight Number,Departure City,Arrival City,Departure Date,Return Date,Price,Stops,Duration,Departure Time,Arrival Time
United,UA 2013,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 14:07,N/A,273,0,243,2025-05-13 14:07,2025-05-13 20:10
United,UA 1195,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 17:37,N/A,273,0,238,2025-05-13 17:37,2025-05-13 23:35
United,UA 1631,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 22:50,N/A,273,0,240,2025-05-13 22:50,2025-05-14 04:50
United,UA 747,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 23:50,N/A,273,0,237,2025-05-13 23:50,2025-05-14 05:47
American,AA 2398,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 13:29,N/A,298,0,251,2025-05-13 13:29,2025-05-13 19:40
Delta,DL 2341,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 11:40,N/A,313,0,254,2025-05-13 11:40,2025-05-13 17:54
Delta,DL 2055,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 07:20,N/A,347,0,251,2025-05-13 07:20,2025-05-13 13:31
Alaska,AS 429,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 09:55,N/A,353,0,255,2025-05-13 09:55,2025-05-13 16:10
Alaska,AS 410,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 11:45,N/A,353,0,245,2025-05-13 11:45,2025-05-13 17:50
United,UA 2296,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 11:05,N/A,357,0,245,2025-05-13 11:05,2025-05-13 17:10
Alaska,AS 408,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 06:00,N/A,403,0,244,2025-05-13 06:00,2025-05-13 12:04
Alaska,AS 890,Seattle Tacoma International Airport,Chicago O'Hare International Airport,2025-05-13 07:00,N/A,403,0,244,2025-05-13 07:00,2025-05-13 13:04
United,UA 2113,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 10:55,N/A,471,0,250,2025-04-16 10:55,2025-04-16 17:05
United,UA 1069,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 12:40,N/A,471,0,254,2025-04-16 12:40,2025-04-16 18:54
United,UA 2487,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 14:12,N/A,471,0,250,2025-04-16 14:12,2025-04-16 20:22
United,UA 1013,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 16:25,N/A,471,0,260,2025-04-16 16:25,2025-04-16 22:45
United,UA 1312,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 17:48,N/A,471,0,242,2025-04-16 17:48,2025-04-16 23:50
United,UA 2622,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 23:15,N/A,471,0,228,2025-04-16 23:15,2025-04-17 05:03
United,UA 1843,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 23:58,N/A,471,0,250,2025-04-16 23:58,2025-04-17 06:08
American,AA 2757,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 00:15,N/A,491,0,238,2025-04-16 00:15,2025-04-16 06:13
American,AA 383,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 06:00,N/A,491,0,250,2025-04-16 06:00,2025-04-16 12:10
American,AA 2608,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 09:45,N/A,491,0,245,2025-04-16 09:45,2025-04-16 15:50
American,AA 613,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 11:37,N/A,491,0,247,2025-04-16 11:37,2025-04-16 17:44
American,AA 1979,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 13:29,N/A,491,0,245,2025-04-16 13:29,2025-04-16 19:34
American,AA 2037,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 17:31,N/A,491,0,243,2025-04-16 17:31,2025-04-16 23:34
American,AA 1009,Los Angeles International Airport,Chicago O'Hare International Airport,2025-04-16 23:12,N/A,491,0,243,2025-04-16 23:12,2025-04-17 05:15
Delta,DL 5783,John F. Kennedy International Airport,Chicago O'Hare International Airport,2025-01-27 15:55,N/A,188,0,175,2025-01-27 15:55,2025-01-27 17:50
Delta,DL 3709,John F. Kennedy International Airport,Chicago O'Hare International Airport,2025-01-27 19:29,N/A,188,0,179,2025-01-27 19:29,2025-01-27 21:28
Delta,DL 5705,John F. Kennedy International Airport,Chicago O'Hare International Airport,2025-01-27 08:00,N/A,197,0,175,2025-01-27 08:00,2025-01-27 09:55
American,AA 4734,John F. Kennedy International Airport,Pittsburgh International Airport,2025-01-27 14:00,N/A,224,1,102,2025-01-27 14:00,2025-01-27 15:42
American,AA 4406,Pittsburgh International Airport,Chicago O'Hare International Airport,2025-01-27 16:13,N/A,224,1,105,2025-01-27 16:13,2025-01-27 16:58
JetBlue,B6 1205,John F. Kennedy International Airport,Chicago O'Hare International Airport,2025-01-27 13:35,N/A,237,0,173,2025-01-27 13:35,2025-01-27 15:28
American,AA 655,John F. Kennedy International Airport,Miami International Airport,2025-04-03 05:45,N/A,222,0,192,2025-04-03 05:45,2025-04-03 08:57
American,AA 3238,John F. Kennedy International Airport,Miami International Airport,2025-04-03 06:30,N/A,222,0,192,2025-04-03 06:30,2025-04-03 09:42
American,AA 2017,John F. Kennedy International Airport,Miami International Airport,2025-04-03 07:30,N/A,222,0,196,2025-04-03 07:30,2025-04-03 10:46
American,AA 595,John F. Kennedy International Airport,Miami International Airport,2025-04-03 11:30,N/A,222,0,196,2025-04-03 11:30,2025-04-03 14:46
American,AA 2786,John F. Kennedy International Airport,Miami International Airport,2025-04-03 12:30,N/A,222,0,193,2025-04-03 12:30,2025-04-03 15:43
American,AA 2603,John F. Kennedy International Airport,Miami International Airport,2025-04-03 17:29,N/A,222,0,195,2025-04-03 17:29,2025-04-03 20:44
American,AA 1174,John F. Kennedy International Airport,Miami International Airport,2025-04-03 18:30,N/A,222,0,195,2025-04-03 18:30,2025-04-03 21:45
JetBlue,B6 2293,John F. Kennedy International Airport,Miami International Airport,2025-04-03 07:40,N/A,232,0,194,2025-04-03 07:40,2025-04-03 10:54
JetBlue,B6 2593,John F. Kennedy International Airport,Miami International Airport,2025-04-03 09:40,N/A,232,0,188,2025-04-03 09:40,2025-04-03 12:48
JetBlue,B6 1993,John F. Kennedy International Airport,Miami International Airport,2025-04-03 13:40,N/A,302,0,194,2025-04-03 13:40,2025-04-03 16:54
Delta,DL 1514,John F. Kennedy International Airport,Miami International Airport,2025-04-03 11:40,N/A,342,0,196,2025-04-03 11:40,2025-04-03 14:56
Delta,DL 2003,John F. Kennedy International Airport,Miami International Airport,2025-04-03 13:20,N/A,342,0,202,2025-04-03 13:20,2025-04-03 16:42
Delta,DL 1528,John F. Kennedy International Airport,Miami International Airport,2025-04-03 07:35,N/A,362,0,204,2025-04-03 07:35,2025-04-03 10:59
Delta,DL 1438,John F. Kennedy International Airport,Miami International Airport,2025-04-03 15:20,N/A,412,0,203,2025-04-03 15:20,2025-04-03 18:43
Delta,DL 1428,John F. Kennedy International Airport,Miami International Airport,2025-04-03 19:45,N/A,412,0,208,2025-04-03 19:45,2025-04-03 23:13
United,UA 380,Dallas Fort Worth International Airport,Chicago O'Hare International Airport,2025-02-14 07:00,N/A,392,1,145,2025-02-14 07:00,2025-02-14 09:25
United,UA 380,Chicago O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 10:50,N/A,392,1,125,2025-02-14 10:50,2025-02-14 13:55
Delta,DL 374,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 17:59,N/A,451,0,134,2025-02-14 17:59,2025-02-14 21:13
American,AA 2403,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 16:24,N/A,480,0,118,2025-02-14 16:24,2025-02-14 19:22
American,AA 3323,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 07:05,N/A,550,0,132,2025-02-14 07:05,2025-02-14 10:17
American,AA 1276,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 08:14,N/A,550,0,128,2025-02-14 08:14,2025-02-14 11:22
American,AA 1236,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 12:30,N/A,550,0,128,2025-02-14 12:30,2025-02-14 15:38
Delta,DL 401,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 05:31,N/A,560,0,128,2025-02-14 05:31,2025-02-14 08:39
Delta,DL 893,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 07:00,N/A,560,0,131,2025-02-14 07:00,2025-02-14 10:11
Delta,DL 961,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 12:18,N/A,560,0,126,2025-02-14 12:18,2025-02-14 15:24
Delta,DL 414,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 14:00,N/A,560,0,121,2025-02-14 14:00,2025-02-14 17:01
Delta,DL 32,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 16:17,N/A,560,0,124,2025-02-14 16:17,2025-02-14 19:21
American,AA 3104,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 10:14,N/A,664,0,126,2025-02-14 10:14,2025-02-14 13:20
American,AA 1248,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2025-02-14 14:27,N/A,664,0,126,2025-02-14 14:27,2025-02-14 17:33
Southwest,WN 4163,Los Angeles International Airport,Louis Armstrong New Orleans International Airport,2024-12-01 07:00,N/A,608,1,215,2024-12-01 07:00,2024-12-01 12:35
Southwest,WN 3457,Louis Armstrong New Orleans International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 13:30,N/A,608,1,80,2024-12-01 13:30,2024-12-01 15:50
Delta,DL 523,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 15:45,N/A,614,0,257,2024-12-01 15:45,2024-12-01 23:02
Delta,DL 783,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 21:50,N/A,614,0,254,2024-12-01 21:50,2024-12-02 05:04
Delta,DL 782,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 07:05,N/A,683,0,250,2024-12-01 07:05,2024-12-01 14:15
Delta,DL 528,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 12:30,N/A,683,0,259,2024-12-01 12:30,2024-12-01 19:49
Delta,DL 302,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 22:50,N/A,683,0,256,2024-12-01 22:50,2024-12-02 06:06
Delta,DL 320,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 23:59,N/A,683,0,258,2024-12-01 23:59,2024-12-02 07:17
American,AA 990,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 09:29,N/A,763,0,257,2024-12-01 09:29,2024-12-01 16:46
Delta,DL 515,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 08:15,N/A,783,0,255,2024-12-01 08:15,2024-12-01 15:30
Delta,DL 395,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 13:31,N/A,973,0,258,2024-12-01 13:31,2024-12-01 20:49
Delta,DL 715,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 14:35,N/A,973,0,254,2024-12-01 14:35,2024-12-01 21:49
Delta,DL 327,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-01 10:40,N/A,1613,0,265,2024-12-01 10:40,2024-12-01 18:05
American,AA 2712,Dallas Fort Worth International Airport,John F. Kennedy International Airport,2024-12-06 15:10,N/A,447,0,210,2024-12-06 15:10,2024-12-06 19:40
American,AA 1582,Dallas Fort Worth International Airport,John F. Kennedy International Airport,2024-12-06 08:49,N/A,516,0,221,2024-12-06 08:49,2024-12-06 13:30
Delta,DL 454,Dallas Fort Worth International Airport,John F. Kennedy International Airport,2024-12-06 07:35,N/A,517,0,208,2024-12-06 07:35,2024-12-06 12:03
Delta,DL 539,Dallas Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,2024-12-06 17:42,N/A,527,1,128,2024-12-06 17:42,2024-12-06 20:50
Delta,DL 2330,Hartsfield-Jackson Atlanta International Airport,John F. Kennedy International Airport,2024-12-06 22:40,N/A,527,1,134,2024-12-06 22:40,2024-12-07 00:54
Delta,DL 352,Dallas Fort Worth International Airport,John F. Kennedy International Airport,2024-12-06 12:19,N/A,587,0,210,2024-12-06 12:19,2024-12-06 16:49
American,AA 606,Dallas Fort Worth International Airport,John F. Kennedy International Airport,2024-12-06 12:19,N/A,673,0,220,2024-12-06 12:19,2024-12-06 16:59
American,AA 2748,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 05:22,N/A,412,0,238,2025-02-01 05:22,2025-02-01 11:20
American,AA 1667,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 07:14,N/A,412,0,241,2025-02-01 07:14,2025-02-01 13:15
American,AA 2767,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 11:50,N/A,412,0,236,2025-02-01 11:50,2025-02-01 17:46
American,AA 1992,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 13:59,N/A,412,0,235,2025-02-01 13:59,2025-02-01 19:54
American,AA 2405,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 16:30,N/A,412,0,235,2025-02-01 16:30,2025-02-01 22:25
American,AA 1534,Seattle Tacoma International Airport,Dallas Fort Worth International Airport,2025-02-01 09:45,N/A,462,0,236,2025-02-01 09:45,2025-02-01 15:41
Delta,DL 1249,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 06:00,N/A,400,0,125,2025-04-06 06:00,2025-04-06 08:05
Delta,DL 1261,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 08:05,N/A,435,0,122,2025-04-06 08:05,2025-04-06 10:07
Delta,DL 1328,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 19:45,N/A,435,0,125,2025-04-06 19:45,2025-04-06 21:50
American,AA 1602,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 15:30,N/A,460,0,120,2025-04-06 15:30,2025-04-06 17:30
Delta,DL 1579,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 15:35,N/A,490,0,122,2025-04-06 15:35,2025-04-06 17:37
Delta,DL 1323,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 16:45,N/A,490,0,120,2025-04-06 16:45,2025-04-06 18:45
Delta,DL 1386,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 18:05,N/A,490,0,125,2025-04-06 18:05,2025-04-06 20:10
Delta,DL 2836,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 10:20,N/A,580,0,123,2025-04-06 10:20,2025-04-06 12:23
Delta,DL 1510,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 12:05,N/A,580,0,122,2025-04-06 12:05,2025-04-06 14:07
Delta,DL 1332,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,2025-04-06 14:03,N/A,580,0,119,2025-04-06 14:03,2025-04-06 16:02
American,AA 2423,San Francisco International Airport,Phoenix Sky Harbor International Airport,2025-02-14 12:33,N/A,445,1,117,2025-02-14 12:33,2025-02-14 15:30
American,AA 832,Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,2025-02-14 16:25,N/A,445,1,274,2025-02-14 16:25,2025-02-14 22:59
JetBlue,B6 2116,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 13:28,N/A,487,0,332,2025-02-14 13:28,2025-02-14 22:00
JetBlue,B6 416,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 08:32,N/A,525,0,328,2025-02-14 08:32,2025-02-14 17:00
JetBlue,B6 1076,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 23:23,N/A,547,0,333,2025-02-14 23:23,2025-02-15 07:56
Delta,DL 405,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 07:00,N/A,572,0,329,2025-02-14 07:00,2025-02-14 15:29
American,AA 234,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 07:32,N/A,572,0,327,2025-02-14 07:32,2025-02-14 15:59
American,AA 16,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 10:41,N/A,572,0,332,2025-02-14 10:41,2025-02-14 19:13
American,AA 166,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 13:28,N/A,572,0,331,2025-02-14 13:28,2025-02-14 21:59
Delta,DL 669,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 14:25,N/A,572,0,331,2025-02-14 14:25,2025-02-14 22:56
Delta,DL 363,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 16:10,N/A,572,0,330,2025-02-14 16:10,2025-02-15 00:40
American,AA 276,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 23:00,N/A,572,0,329,2025-02-14 23:00,2025-02-15 07:29
JetBlue,B6 2416,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 20:35,N/A,577,0,325,2025-02-14 20:35,2025-02-15 05:00
Delta,DL 383,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 09:00,N/A,666,0,340,2025-02-14 09:00,2025-02-14 17:40
Delta,DL 317,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 12:00,N/A,666,0,335,2025-02-14 12:00,2025-02-14 20:35
Delta,DL 670,San Francisco International Airport,John F. Kennedy International Airport,2025-02-14 22:50,N/A,707,0,330,2025-02-14 22:50,2025-02-15 07:20
American,AA 2770,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 05:17,N/A,333,0,155,2025-02-14 05:17,2025-02-14 06:52
American,AA 1567,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 07:33,N/A,333,0,150,2025-02-14 07:33,2025-02-14 09:03
American,AA 1236,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 16:28,N/A,333,0,155,2025-02-14 16:28,2025-02-14 18:03
American,AA 1248,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 18:25,N/A,333,0,152,2025-02-14 18:25,2025-02-14 19:57
American,AA 2403,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 20:12,N/A,333,0,152,2025-02-14 20:12,2025-02-14 21:44
United,UA 470,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,2025-02-14 15:57,N/A,352,1,148,2025-02-14 15:57,2025-02-14 17:25
United,UA 1882,George Bush Intercontinental Airport,Dallas Fort Worth International Airport,2025-02-14 18:22,N/A,352,1,86,2025-02-14 18:22,2025-02-14 19:48
Delta,DL 839,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 07:25,N/A,403,0,149,2025-02-14 07:25,2025-02-14 08:54
Delta,DL 31,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 20:34,N/A,403,0,146,2025-02-14 20:34,2025-02-14 22:00
Delta,DL 818,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 22:31,N/A,403,0,146,2025-02-14 22:31,2025-02-14 23:57
Delta,DL 961,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 09:50,N/A,451,0,153,2025-02-14 09:50,2025-02-14 11:23
Delta,DL 921,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 13:45,N/A,451,0,147,2025-02-14 13:45,2025-02-14 15:12
Delta,DL 374,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 15:27,N/A,451,0,147,2025-02-14 15:27,2025-02-14 16:54
Delta,DL 436,Hartsfield-Jackson Atlanta International Airport,Dallas Fort Worth International Airport,2025-02-14 17:26,N/A,451,0,148,2025-02-14 17:26,2025-02-14 18:54
United,UA 573,Denver International Airport,San Francisco International Airport,2024-12-20 06:00,N/A,397,0,170,2024-12-20 06:00,2024-12-20 07:50
United,UA 2391,Denver International Airport,San Francisco International Airport,2024-12-20 07:45,N/A,397,0,171,2024-12-20 07:45,2024-12-20 09:36
United,UA 1300,Denver International Airport,San Francisco International Airport,2024-12-20 15:59,N/A,397,0,171,2024-12-20 15:59,2024-12-20 17:50
United,UA 1007,Denver International Airport,San Francisco International Airport,2024-12-20 17:49,N/A,397,0,171,2024-12-20 17:49,2024-12-20 19:40
United,UA 2190,Denver International Airport,San Francisco International Airport,2024-12-20 21:15,N/A,397,0,168,2024-12-20 21:15,2024-12-20 23:03
Southwest,WN 1798,Denver International Airport,San Francisco International Airport,2024-12-20 22:50,N/A,398,0,165,2024-12-20 22:50,2024-12-21 00:35
Southwest,WN 802,Denver International Airport,San Francisco International Airport,2024-12-20 16:00,N/A,416,0,165,2024-12-20 16:00,2024-12-20 17:45
Southwest,WN 1241,Denver International Airport,San Francisco International Airport,2024-12-20 19:00,N/A,416,0,165,2024-12-20 19:00,2024-12-20 20:45
Southwest,WN 1119,Denver International Airport,San Francisco International Airport,2024-12-20 11:55,N/A,430,0,165,2024-12-20 11:55,2024-12-20 13:40
United,UA 247,Denver International Airport,San Francisco International Airport,2024-12-20 19:37,N/A,478,0,171,2024-12-20 19:37,2024-12-20 21:28
Delta,DL 1553,Denver International Airport,Salt Lake City International Airport,2024-12-20 12:37,N/A,502,1,97,2024-12-20 12:37,2024-12-20 14:14
Delta,DL 1088,Salt Lake City International Airport,San Francisco International Airport,2024-12-20 15:10,N/A,502,1,127,2024-12-20 15:10,2024-12-20 16:17
United,UA 1414,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 06:00,N/A,199,0,170,2025-05-03 06:00,2025-05-03 07:50
Delta,DL 2570,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 07:00,N/A,199,0,181,2025-05-03 07:00,2025-05-03 09:01
American,AA 1509,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 07:18,N/A,199,0,177,2025-05-03 07:18,2025-05-03 09:15
United,UA 1316,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 08:00,N/A,199,0,169,2025-05-03 08:00,2025-05-03 09:49
United,UA 1732,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 13:08,N/A,199,0,167,2025-05-03 13:08,2025-05-03 14:55
American,AA 4434,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 14:12,N/A,199,0,183,2025-05-03 14:12,2025-05-03 16:15
Delta,DL 2646,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 14:40,N/A,199,0,175,2025-05-03 14:40,2025-05-03 16:35
United,UA 519,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 15:10,N/A,199,0,167,2025-05-03 15:10,2025-05-03 16:57
United,UA 2040,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 17:05,N/A,199,0,167,2025-05-03 17:05,2025-05-03 18:52
American,AA 2837,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 17:44,N/A,199,0,176,2025-05-03 17:44,2025-05-03 19:40
United,UA 1015,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 18:33,N/A,199,0,172,2025-05-03 18:33,2025-05-03 20:25
Delta,DL 2676,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 19:40,N/A,199,0,175,2025-05-03 19:40,2025-05-03 21:35
United,UA 528,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 21:31,N/A,199,0,164,2025-05-03 21:31,2025-05-03 23:15
American,AA 4486,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 12:20,N/A,223,0,185,2025-05-03 12:20,2025-05-03 14:25
American,AA 3711,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 15:46,N/A,223,0,184,2025-05-03 15:46,2025-05-03 17:50
JetBlue,B6 311,Boston Logan International Airport,Chicago O'Hare International Airport,2025-05-03 06:00,N/A,262,0,172,2025-05-03 06:00,2025-05-03 07:52
American,AA 581,Miami International Airport,Chicago O'Hare International Airport,2025-01-14 06:30,N/A,367,1,209,2025-01-14 06:30,2025-01-14 08:59
American,AA 2398,Chicago O'Hare International Airport,Seattle Tacoma International Airport,2025-01-14 09:55,N/A,367,1,287,2025-01-14 09:55,2025-01-14 12:42
American,AA 2575,Miami International Airport,Dallas Fort Worth International Airport,2025-01-14 07:00,N/A,367,1,208,2025-01-14 07:00,2025-01-14 09:28
American,AA 1992,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,2025-01-14 10:20,N/A,367,1,286,2025-01-14 10:20,2025-01-14 13:06
American,AA 843,Miami International Airport,Dallas Fort Worth International Airport,2025-01-14 09:19,N/A,367,1,200,2025-01-14 09:19,2025-01-14 11:39
American,AA 2405,Dallas Fort Worth International Airport,Seattle Tacoma International Airport,2025-01-14 12:26,N/A,367,1,270,2025-01-14 12:26,2025-01-14 14:56
American,AA 411,Miami International Airport,Charlotte Douglas International Airport,2025-01-14 15:13,N/A,367,1,137,2025-01-14 15:13,2025-01-14 17:30
American,AA 2793,Charlotte Douglas International Airport,Seattle Tacoma International Airport,2025-01-14 18:18,N/A,367,1,360,2025-01-14 18:18,2025-01-14 21:18
United,UA 2419,Miami International Airport,Denver International Airport,2025-01-14 07:30,N/A,387,1,278,2025-01-14 07:30,2025-01-14 10:08
United,UA 690,Denver International Airport,Seattle Tacoma International Airport,2025-01-14 11:50,N/A,387,1,185,2025-01-14 11:50,2025-01-14 13:55
American,AA 1366,Dallas Fort Worth International Airport,Boston Logan International Airport,2025-01-11 18:57,N/A,307,0,216,2025-01-11 18:57,2025-01-11 23:33
American,AA 1662,Dallas Fort Worth International Airport,Philadelphia International Airport,2025-01-11 13:00,N/A,322,1,181,2025-01-11 13:00,2025-01-11 17:01
American,AA 4358,Philadelphia International Airport,Boston Logan International Airport,2025-01-11 18:00,N/A,322,1,83,2025-01-11 18:00,2025-01-11 19:23
American,AA 1401,Dallas Fort Worth International Airport,Boston Logan International Airport,2025-01-11 13:05,N/A,387,0,215,2025-01-11 13:05,2025-01-11 17:40
United,UA 1240,Dallas Fort Worth International Airport,Dulles International Airport,2025-01-11 17:29,N/A,404,1,170,2025-01-11 17:29,2025-01-11 21:19
United,UA 755,Dulles International Airport,Boston Logan International Airport,2025-01-11 22:24,N/A,404,1,95,2025-01-11 22:24,2025-01-11 23:59
United,UA 560,Dallas Fort Worth International Airport,Newark Liberty International Airport,2025-01-11 11:57,N/A,429,1,200,2025-01-11 11:57,2025-01-11 16:17
United,UA 2612,Newark Liberty International Airport,Boston Logan International Airport,2025-01-11 17:10,N/A,429,1,76,2025-01-11 17:10,2025-01-11 18:26
American,AA 2633,Miami International Airport,Los Angeles International Airport,2025-02-27 06:08,N/A,424,0,367,2025-02-27 06:08,2025-02-27 09:15
American,AA 1098,Miami International Airport,Los Angeles International Airport,2025-02-27 07:27,N/A,424,0,367,2025-02-27 07:27,2025-02-27 10:34
American,AA 1234,Miami International Airport,Los Angeles International Airport,2025-02-27 13:41,N/A,424,0,366,2025-02-27 13:41,2025-02-27 16:47
American,AA 2289,Miami International Airport,Los Angeles International Airport,2025-02-27 17:51,N/A,424,0,370,2025-02-27 17:51,2025-02-27 21:01
